выпуск дополнительной карты ;;Card-Manage_Users
 выдача карты ;;Card-Manage_Users
 выпуск карты ;;Card-Manage_Users
 выпуск платежной карты;;Card-Manage_Users
выпуск кредитной карты ;;CreditCard-Open_Account
 оформление кредитной карты ;;CreditCard-Open_Account
 выдача кредитной карты ;;CreditCard-Open_Account
 випуск кредитної карти;;CreditCard-Open_Account
индивидульный тариф по юрлицам;;LegalPerson-Individual-Tariff
погашення задолженности по кредитной карте;;CreditCard-Unblock
 погашення заборгованості по кредитній карті;;CreditCard-Unblock
разблокировка кредитной карты ;;CreditCard-Unblock
 розблокування кредитної карти;;CreditCard-Unblock
сиси саппорт ;;Problem
 це це саппорт ;;Problem
 ес ес саппорт ;;Problem
 ес ес суппорт;;Problem
реструктуризация кредита ;;Loan-Restructure
 реструктуризація кредиту;;Loan-Restructure
вопрос по кредитованию ;;Loan-Inforamation
 реструктуризація кредиту;;Loan-Inforamation
 вопрос по кредитованию;;Loan-Inforamation
 питання по кредитуванню;;Loan-Inforamation
Кредитная поддержка ;;Loan-Inforamation
 кредитна підтримка;;Loan-Inforamation
вопрос по кредитованию ;;Loan-Inforamation
 кредитна підтримка;;Loan-Inforamation
кредит наличными ;;Loan-Cash
 кредит готівкою;;Loan-Cash
выдача дубликата договора ;;Loan-Cash
 видача дублікату договору;;Loan-Cash
заказ доверенности ;;Attornney.Application
 замовлення довіреності;;Attornney.Application
отдел координации сети;;Network-Support-Department
 відділ координації мережі;;Network-Support-Department
депозит физ лица;;Deposits-NaturalPerson
депозит фізичної особи;;Deposits-NaturalPerson
выплата по Фонду гарантирования;;Guarantee-Foundation-Payment
 виплата по Фонду гарантування;;Guarantee-Foundation-Payment
обращение в сибель;;Sibel-Ask
 звернення в сібель;;Sibel-Ask
начисление бонусов ;;Rewards_Program-Transactions
 нарахування бонусів;;Rewards_Program-Transactions
неуспешная операция ;;Operation-Unsuccessful
 неуспішна операція;;Operation-Unsuccessful
аннулирование карты ;;Card-Cancel_Account
 анулювання карти;;Card-Cancel_Account
оформлення операцій з платіжними картами;;PayCard-Operation-Issue
блокировка счета;;Account-Blocked
 блокування рахунку;;Account-Blocked
блокировка счета;;Account-Blocked
 блокування рахунку;;Account-Blocked
индивидуальный банковский сейф;;DepositBox-Individual
 індивідуальна банківська ячейка;;DepositBox-Individual
визитки;;Vist_Card
 візитки;;Vist_Card
редалерт нетворк;;RedAlert
 редалерт;;RedAlert
маркетинговые материалы ;;RedAlert
 маркетингові матеріали;;RedAlert
рабочая группа ;;Working_Group
робоча група;;Working_Group
закрытие счета юрлица ;;Account-Close_Account-LegalPerson
закриття рахунку юр особи ;;Account-Close_Account-LegalPerson
 закрытие счета юридического лица ;;Account-Close_Account-LegalPerson
закриття рахунку юридичної особи;;Account-Close_Account-LegalPerson
закрытие счета предпринимателя ;;FOP-Account-Close_Account
закриття рахунку підприємця;;FOP-Account-Close_Account
депозиты юрлиц ;;LegalPerson-Deposits
депозити юросіб ;;LegalPerson-Deposits
 депозиты юридических лиц ;;LegalPerson-Deposits
депозити юридичних осіб;;LegalPerson-Deposits
ЭМЕСБЕ саппорт;;SMB-Support
плата на остаток по текущему счету ;;CurrentAccount-Balance-Pay
 плата на залишок по поточному рахунку;;CurrentAccount-Balance-Pay
сменить рабочую группу;;Working_Group
змінити робочу группу;;Working_Group
май бізнес онлайн;;Business-Online
начисления бонусов за расчеты ;;Rewards_Program-Transactions
 нарахування бонусів за розрахунки;;Rewards_Program-Transactions
начисления бонусов по карте ;;Rewards_Program-Transactions
 нарахування бонусів за розрахунки;;Rewards_Program-Transactions
разблокировка кредитной карты ;;CreditCard-Unblock
 розблокування кредитної карти;;CreditCard-Unblock
информация по депозитам ;;Deposits-Information
 інформація по депозитах;;Deposits-Information
не работает АТМ;;ATM-Not_Work
не працює АТМ;;ATM-Not_Work
не працює банкомат;;ATM-Not_Work
не работает банкомат;;ATM-Not_Work
коли відремонтують АТМ;;ATM-Fix
коли запрацює банкомат;;ATM-Not_Work
коли запрацює банкомат;;ATM-Not_Work
коли почне працювати банкомат;;ATM-Not_Work
не сходятся чеки;;Cheques-Trace_Cheque
не те чеки;;Cheques-Trace_Cheque
налаштування касет;;Cassette-Configuration
переналаштування касет;;Cassette-Configuration
переналаштування банкомату;;Cassette-Configuration
когда загрузят банкомат;;ATM-Load
загрузка банкомата;;ATM-Load
информация о выплате зарплаты;;Salary-Payment-Information
сколько денег в банкомате;;ATM-Funds-Count
не работает терминал;;Terminal-Not_Work
не працює терминал;;Terminal-Not_Work
коли відремонтують терминал;;Terminal-Fix
коли запрацює терминал;;Terminal-Not_Work
коли встановлять терминал;;Terminal-Mount
когда устоновят терминал;;Terminal-Mount
коли демонтируют терминал;;Terminal-Demount
немає покриття;;Coverage-Problem
нет покрытия;;Coverage-Problem
расходження в прокритті;;Coverage-Problem
расходження в прокритті;;Coverage-Problem
запит на дождоткове обладнання;;Extra-Equipment
банкомат;;ATM-General
не відповідає стандартам брендування;;Branding-Standarts
